,species,model,structure,c44_fcc,miller_indices,surface_energy_110_fcc,model_type,model_base_type,c44_fcc_avg,surface_energy_110_fcc_avg
65,Ag,Sim_LAMMPS_MEAM_GaoOterodelaRozaAouadi_2013_AgTaO__SM_485325656366_000,fcc,46.16227647803357,"[1, 0, 0]",0.07059604480631727,"['Sim', 'LAMMPS', 'MEAM']",Sim,92.12472709142287,0.09613893800034115
66,Ag,Sim_LAMMPS_MEAM_GaoOterodelaRozaAouadi_2013_AgTaO__SM_485325656366_000,fcc,46.16227647803357,"[1, 2, 1]",0.06403784656372283,"['Sim', 'LAMMPS', 'MEAM']",Sim,92.12472709142287,0.09613893800034115
67,Ag,Sim_LAMMPS_MEAM_GaoOterodelaRozaAouadi_2013_AgTaO__SM_485325656366_000,fcc,46.16227647803357,"[1, 1, 0]",0.06619180795892046,"['Sim', 'LAMMPS', 'MEAM']",Sim,92.12472709142287,0.09613893800034115
68,Al,EAM_CubicNaturalSpline_ErcolessiAdams_1994_Al__MO_800509458712_002,fcc,36.934739600544084,"[1, 1, 1]",0.05430116257163121,"['EAM', 'CubicNaturalSpline']",EAM,70.27872423244773,0.08372025616834519
69,Al,EAM_CubicNaturalSpline_ErcolessiAdams_1994_Al__MO_800509458712_002,fcc,36.934739600544084,"[1, 0, 0]",0.058839363932737025,"['EAM', 'CubicNaturalSpline']",EAM,70.27872423244773,0.08372025616834519
70,Al,EAM_CubicNaturalSpline_ErcolessiAdams_1994_Al__MO_800509458712_002,fcc,36.934739600544084,"[1, 2, 1]",0.06331006375389525,"['EAM', 'CubicNaturalSpline']",EAM,70.27872423244773,0.08372025616834519
71,Al,EAM_CubicNaturalSpline_ErcolessiAdams_1994_Al__MO_800509458712_002,fcc,36.934739600544084,"[1, 1, 0]",0.06467019813532558,"['EAM', 'CubicNaturalSpline']",EAM,70.27872423244773,0.08372025616834519
72,Al,EAM_Dynamo_AngeloMoodyBaskes_1995_NiAlH__MO_418978237058_005,fcc,32.011264239506154,"[1, 1, 1]",0.06244214789842724,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
73,Al,EAM_Dynamo_AngeloMoodyBaskes_1995_NiAlH__MO_418978237058_005,fcc,32.011264239506154,"[1, 0, 0]",0.06327463672190402,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
74,Al,EAM_Dynamo_AngeloMoodyBaskes_1995_NiAlH__MO_418978237058_005,fcc,32.011264239506154,"[1, 2, 1]",0.0699359491910695,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
75,Al,EAM_Dynamo_AngeloMoodyBaskes_1995_NiAlH__MO_418978237058_005,fcc,32.011264239506154,"[1, 1, 0]",0.07167005132810982,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
76,Al,EAM_Dynamo_CaiYe_1996_AlCu__MO_942551040047_005,fcc,33.15718508246255,"[1, 1, 1]",0.03275174884715951,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
77,Al,EAM_Dynamo_CaiYe_1996_AlCu__MO_942551040047_005,fcc,33.15718508246255,"[1, 0, 0]",0.03620550880285203,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
78,Al,EAM_Dynamo_CaiYe_1996_AlCu__MO_942551040047_005,fcc,33.15718508246255,"[1, 2, 1]",0.03782935885760416,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
79,Al,EAM_Dynamo_CaiYe_1996_AlCu__MO_942551040047_005,fcc,33.15718508246255,"[1, 1, 0]",0.03914089565419664,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
80,Al,EAM_Dynamo_ErcolessiAdams_1994_Al__MO_123629422045_005,fcc,36.9349998748647,"[1, 1, 1]",0.05430116106333338,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
81,Al,EAM_Dynamo_ErcolessiAdams_1994_Al__MO_123629422045_005,fcc,36.9349998748647,"[1, 0, 0]",0.05883937242743756,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
82,Al,EAM_Dynamo_ErcolessiAdams_1994_Al__MO_123629422045_005,fcc,36.9349998748647,"[1, 2, 1]",0.06331006275672042,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
83,Al,EAM_Dynamo_ErcolessiAdams_1994_Al__MO_123629422045_005,fcc,36.9349998748647,"[1, 1, 0]",0.06467019008914365,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
84,Al,EAM_Dynamo_FarkasJones_1996_NbTiAl__MO_042691367780_000,fcc,51.14601348252458,"[1, 1, 1]",0.08979631389133967,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
85,Al,EAM_Dynamo_FarkasJones_1996_NbTiAl__MO_042691367780_000,fcc,51.14601348252458,"[1, 0, 0]",0.09533542330674749,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
